InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538524,22889,NUMBER TILE VINTAGE FONT No ,1,2010-12-13 09:35:00,4.21,,United Kingdom
538525,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,2010-12-13 09:39:00,9.95,12540.0,Spain
538533,21215,IVORY PAPER CUP CAKE CASES ,4,2010-12-13 10:31:00,0.55,14796.0,United Kingdom
538533,22064,PINK DOUGHNUT TRINKET POT ,8,2010-12-13 10:31:00,1.65,14796.0,United Kingdom
538533,22296,HEART IVORY TRELLIS LARGE,24,2010-12-13 10:31:00,1.65,14796.0,United Kingdom
538566,85132A,CHARLIE + LOLA BISCUITS TINS,1,2010-12-13 11:21:00,8.47,,United Kingdom
538566,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2010-12-13 11:21:00,4.21,,United Kingdom
538566,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2010-12-13 11:21:00,4.21,,United Kingdom
538566,22469,HEART OF WICKER SMALL,13,2010-12-13 11:21:00,3.36,,United Kingdom
538566,22816,CARD MOTORBIKE SANTA,2,2010-12-13 11:21:00,0.85,,United Kingdom
538566,21328,BALLOONS  WRITING SET ,1,2010-12-13 11:21:00,3.36,,United Kingdom
538566,22588,CARD HOLDER GINGHAM HEART,2,2010-12-13 11:21:00,5.06,,United Kingdom
538566,22340,NOEL GARLAND PAINTED ZINC ,1,2010-12-13 11:21:00,3.36,,United Kingdom
538566,21755,LOVE BUILDING BLOCK WORD,1,2010-12-13 11:21:00,11.87,,United Kingdom
538566,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,2,2010-12-13 11:21:00,4.21,,United Kingdom
538566,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-12-13 11:21:00,7.62,,United Kingdom
538566,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1,2010-12-13 11:21:00,1.66,,United Kingdom
538566,22219,LOVEBIRD HANGING DECORATION WHITE ,6,2010-12-13 11:21:00,1.66,,United Kingdom
538566,21364,PEACE SMALL WOOD LETTERS,2,2010-12-13 11:21:00,13.57,,United Kingdom
538566,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2010-12-13 11:21:00,5.91,,United Kingdom
538566,21981,PACK OF 12 WOODLAND TISSUES ,3,2010-12-13 11:21:00,0.85,,United Kingdom
538566,21934,SKULL SHOULDER BAG,3,2010-12-13 11:21:00,3.36,,United Kingdom
538592,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-13 11:47:00,4.95,15854.0,United Kingdom
538593,22710,WRAP I LOVE LONDON ,50,2010-12-13 11:51:00,0.42,16701.0,United Kingdom
538593,10002,INFLATABLE POLITICAL GLOBE ,24,2010-12-13 11:51:00,0.85,16701.0,United Kingdom
538597,22561,WOODEN SCHOOL COLOURING SET,4,2010-12-13 12:26:00,1.65,15555.0,United Kingdom
538597,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,2010-12-13 12:26:00,0.42,15555.0,United Kingdom
538625,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2010-12-13 12:50:00,1.65,14544.0,United Kingdom
538625,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,5,2010-12-13 12:50:00,0.42,14544.0,United Kingdom
538626,47471,RAINBOW PEGS PHOTO CLIP STRING,4,2010-12-13 12:57:00,0.65,17338.0,United Kingdom
538626,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-12-13 12:57:00,4.95,17338.0,United Kingdom
538629,22956,36 FOIL HEART CAKE CASES,4,2010-12-13 13:10:00,2.1,17799.0,United Kingdom
538630,21258,VICTORIAN SEWING BOX LARGE,3,2010-12-13 13:25:00,12.75,14565.0,United Kingdom
538630,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2010-12-13 13:25:00,1.49,14565.0,United Kingdom
538630,22863,SOAP DISH BROCANTE,12,2010-12-13 13:25:00,2.95,14565.0,United Kingdom
538634,22601,CHRISTMAS RETROSPOT ANGEL WOOD,8,2010-12-13 13:28:00,0.85,14085.0,United Kingdom
538636,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2010-12-13 13:50:00,1.25,14639.0,United Kingdom
538636,22846,BREAD BIN DINER STYLE RED ,1,2010-12-13 13:50:00,16.95,14639.0,United Kingdom
538638,22737,RIBBON REEL CHRISTMAS PRESENT ,1,2010-12-13 14:16:00,1.65,17231.0,United Kingdom
538638,21754,HOME BUILDING BLOCK WORD,1,2010-12-13 14:16:00,5.95,17231.0,United Kingdom
538638,22534,MAGIC DRAWING SLATE SPACEBOY ,1,2010-12-13 14:16:00,0.42,17231.0,United Kingdom
538641,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2010-12-13 14:36:00,1.95,15640.0,United Kingdom
538646,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,4,2010-12-13 14:55:00,2.55,17293.0,United Kingdom
538652,20826,SILVER APERITIF GLASS,6,2010-12-13 15:12:00,2.12,17890.0,United Kingdom
538652,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-13 15:12:00,3.75,17890.0,United Kingdom
538652,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2010-12-13 15:12:00,3.75,17890.0,United Kingdom
538653,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2010-12-13 15:12:00,1.06,13089.0,United Kingdom
538655,84313C,ORANGE TV TRAY TABLE ,1,2010-12-13 15:16:00,4.25,17375.0,United Kingdom
538660,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2010-12-13 15:37:00,4.25,15808.0,United Kingdom
538662,22074,6 RIBBONS SHIMMERING PINKS ,24,2010-12-13 15:44:00,0.42,15159.0,United Kingdom
538662,85169D,PINK LOVE BIRD CANDLE,24,2010-12-13 15:44:00,0.42,15159.0,United Kingdom
538664,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,72,2010-12-13 15:46:00,1.25,14733.0,United Kingdom
538679,22887,NUMBER TILE VINTAGE FONT 8,1,2010-12-13 17:03:00,1.95,16455.0,United Kingdom
538689,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-14 09:52:00,2.95,13050.0,United Kingdom
538689,21735,TWO DOOR CURIO CABINET,2,2010-12-14 09:52:00,12.75,13050.0,United Kingdom
538689,21314,SMALL GLASS HEART TRINKET POT,8,2010-12-14 09:52:00,2.1,13050.0,United Kingdom
538706,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,12,2010-12-14 10:34:00,2.1,14667.0,United Kingdom
538707,85231G,ORANGE SCENTED SET/9 T-LIGHTS,2,2010-12-14 10:38:00,0.85,17894.0,United Kingdom
538707,20982,12 PENCILS TALL TUBE SKULLS,1,2010-12-14 10:38:00,0.85,17894.0,United Kingdom
538707,84836,ZINC METAL HEART DECORATION,2,2010-12-14 10:38:00,1.25,17894.0,United Kingdom
538714,85049G,CHOCOLATE BOX RIBBONS ,2,2010-12-14 11:01:00,1.25,14524.0,United Kingdom
538744,20973,12 PENCIL SMALL TUBE WOODLAND,3,2010-12-14 11:26:00,0.65,15356.0,United Kingdom
538744,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,2010-12-14 11:26:00,0.55,15356.0,United Kingdom
538744,22727,ALARM CLOCK BAKELIKE RED ,1,2010-12-14 11:26:00,3.75,15356.0,United Kingdom
538744,20982,12 PENCILS TALL TUBE SKULLS,2,2010-12-14 11:26:00,0.85,15356.0,United Kingdom
538744,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,1,2010-12-14 11:26:00,0.42,15356.0,United Kingdom
538744,22804,CANDLEHOLDER PINK HANGING HEART,3,2010-12-14 11:26:00,2.95,15356.0,United Kingdom
538744,82567,"AIRLINE LOUNGE,METAL SIGN",2,2010-12-14 11:26:00,2.1,15356.0,United Kingdom
538783,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2010-12-14 11:38:00,2.55,14961.0,United Kingdom
538796,22704,WRAP RED APPLES ,25,2010-12-14 11:43:00,0.42,17041.0,United Kingdom
538796,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-14 11:43:00,4.95,17041.0,United Kingdom
538799,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-12-14 11:48:00,1.95,15039.0,United Kingdom
538799,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-12-14 11:48:00,0.55,15039.0,United Kingdom
538799,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12,2010-12-14 11:48:00,7.65,15039.0,United Kingdom
538801,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,24,2010-12-14 11:51:00,1.25,16083.0,United Kingdom
538810,21586,KINGS CHOICE GIANT TUBE MATCHES,3,2010-12-14 12:18:00,2.55,14871.0,United Kingdom
538810,21658,GLASS  BEURRE DISH,2,2010-12-14 12:18:00,3.95,14871.0,United Kingdom
538811,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2010-12-14 12:22:00,3.25,13178.0,United Kingdom
538826,22150,3 STRIPEY MICE FELTCRAFT,3,2010-12-14 12:58:00,1.95,12370.0,Cyprus
538826,47566,PARTY BUNTING,1,2010-12-14 12:58:00,4.65,12370.0,Cyprus
538832,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-14 13:03:00,1.65,17158.0,United Kingdom
C538833,22383,LUNCH BAG SUKI  DESIGN ,-1,2010-12-14 13:05:00,1.45,14680.0,United Kingdom
C538834,22618,COOKING SET RETROSPOT,-1,2010-12-14 13:06:00,9.95,14415.0,United Kingdom
538839,20996,JAZZ HEARTS ADDRESS BOOK,3,2010-12-14 13:10:00,0.42,14606.0,United Kingdom
538843,22429,ENAMEL MEASURING JUG CREAM,1,2010-12-14 13:18:00,4.25,16033.0,United Kingdom
538843,22192,BLUE DINER WALL CLOCK,1,2010-12-14 13:18:00,8.5,16033.0,United Kingdom
538844,22837,HOT WATER BOTTLE BABUSHKA ,36,2010-12-14 13:19:00,4.25,14680.0,United Kingdom
538849,22199,FRYING PAN RED RETROSPOT,3,2010-12-14 13:31:00,4.25,14415.0,United Kingdom
538850,22727,ALARM CLOCK BAKELIKE RED ,4,2010-12-14 13:31:00,3.75,16499.0,United Kingdom
538850,22694,WICKER STAR ,6,2010-12-14 13:31:00,2.1,16499.0,United Kingdom
538851,22090,PAPER BUNTING RETROSPOT,6,2010-12-14 13:32:00,2.95,16556.0,United Kingdom
538853,84378,SET OF 3 HEART COOKIE CUTTERS,2,2010-12-14 13:35:00,1.25,16805.0,United Kingdom
538853,21581,SKULLS  DESIGN  COTTON TOTE BAG,2,2010-12-14 13:35:00,2.25,16805.0,United Kingdom
538853,20829,GLITTER HANGING BUTTERFLY STRING,2,2010-12-14 13:35:00,2.1,16805.0,United Kingdom
538854,22191,IVORY DINER WALL CLOCK,2,2010-12-14 13:44:00,8.5,13102.0,United Kingdom
538855,21055,TOOL BOX SOFT TOY ,1,2010-12-14 13:50:00,8.95,16503.0,United Kingdom
538860,22197,SMALL POPCORN HOLDER,20,2010-12-14 14:02:00,0.85,17757.0,United Kingdom
538862,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2010-12-14 14:11:00,2.95,16710.0,United Kingdom
538863,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,2010-12-14 14:15:00,1.95,16919.0,United Kingdom
538863,21158,MOODY GIRL DOOR HANGER ,2,2010-12-14 14:15:00,1.45,16919.0,United Kingdom
538863,20655,QUEEN OF SKIES LUGGAGE TAG,3,2010-12-14 14:15:00,1.25,16919.0,United Kingdom
538864,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2010-12-14 14:26:00,4.25,17739.0,United Kingdom
538866,20713,JUMBO BAG OWLS,2,2010-12-14 14:40:00,1.95,17841.0,United Kingdom
538866,22366,DOORMAT AIRMAIL ,1,2010-12-14 14:40:00,7.95,17841.0,United Kingdom
538866,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-14 14:40:00,0.95,17841.0,United Kingdom
538868,22974,CHILDRENS DOLLY GIRL MUG,12,2010-12-14 14:42:00,1.65,17017.0,United Kingdom
538868,22973,CHILDREN'S CIRCUS PARADE MUG,12,2010-12-14 14:42:00,1.65,17017.0,United Kingdom
538870,84616,SILVER ROCCOCO CHANDELIER,1,2010-12-14 14:54:00,29.95,12829.0,United Kingdom
C538874,22244,3 HOOK HANGER MAGIC GARDEN,-1,2010-12-14 15:16:00,1.95,12867.0,United Kingdom
538875,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-14 15:18:00,4.65,13756.0,United Kingdom
538877,21484,CHICK GREY HOT WATER BOTTLE,2,2010-12-14 15:29:00,8.47,,United Kingdom
538877,48173c,DOORMAT BLACK FLOCK ,1,2010-12-14 15:29:00,16.98,,United Kingdom
538877,22356,CHARLOTTE BAG PINK POLKADOT,45,2010-12-14 15:29:00,2.51,,United Kingdom
538877,20960,WATERMELON BATH SPONGE,4,2010-12-14 15:29:00,2.51,,United Kingdom
538877,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-14 15:29:00,8.47,,United Kingdom
538877,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2010-12-14 15:29:00,11.02,,United Kingdom
538877,22735,RIBBON REEL SOCKS AND MITTENS,2,2010-12-14 15:29:00,4.21,,United Kingdom
538880,22502,PICNIC BASKET WICKER SMALL,1,2010-12-14 15:52:00,8.47,,United Kingdom
538880,21181,PLEASE ONE PERSON METAL SIGN,1,2010-12-14 15:52:00,4.21,,United Kingdom
538881,21658,GLASS  BEURRE DISH,1,2010-12-14 15:54:00,8.47,,United Kingdom
538883,21658,GLASS  BEURRE DISH,1,2010-12-14 15:56:00,8.47,,United Kingdom
538883,22200,FRYING PAN PINK POLKADOT,1,2010-12-14 15:56:00,8.47,,United Kingdom
538883,22973,CHILDREN'S CIRCUS PARADE MUG,2,2010-12-14 15:56:00,3.36,,United Kingdom
538883,22199,FRYING PAN RED RETROSPOT,3,2010-12-14 15:56:00,8.47,,United Kingdom
538883,22422,TOOTHPASTE TUBE PEN,2,2010-12-14 15:56:00,1.28,,United Kingdom
538890,22534,MAGIC DRAWING SLATE SPACEBOY ,4,2010-12-14 16:39:00,0.42,12867.0,United Kingdom
538890,17013D,ORIGAMI ROSE INCENSE IN TUBE,3,2010-12-14 16:39:00,1.65,12867.0,United Kingdom
538890,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2010-12-14 16:39:00,1.25,12867.0,United Kingdom
538894,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-14 17:22:00,2.1,16161.0,United Kingdom
538895,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,24,2010-12-15 09:07:00,1.25,14401.0,United Kingdom
538896,20705,MRS ROBOT SOFT TOY,8,2010-12-15 09:09:00,1.95,16145.0,United Kingdom
538896,21882,SKULLS TAPE,24,2010-12-15 09:09:00,0.19,16145.0,United Kingdom
C538898,37503,TEA TIME CAKE STAND IN GIFT BOX,-1,2010-12-15 09:20:00,10.75,15078.0,United Kingdom
538902,21879,HEARTS GIFT TAPE,24,2010-12-15 10:04:00,0.19,14150.0,United Kingdom
538905,22988,SOLDIERS EGG CUP ,12,2010-12-15 10:31:00,1.25,13611.0,United Kingdom
538910,22794,SWEETHEART WIRE MAGAZINE RACK,2,2010-12-15 10:54:00,7.95,17454.0,United Kingdom
538910,20728,LUNCH BAG CARS BLUE,10,2010-12-15 10:54:00,1.65,17454.0,United Kingdom
538910,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2010-12-15 10:54:00,3.75,17454.0,United Kingdom
538917,22269,EGG CUP NATURAL CHICKEN,8,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538917,22297,HEART IVORY TRELLIS SMALL,11,2010-12-15 10:57:00,1.25,17449.0,United Kingdom
538935,22649,STRAWBERRY FAIRY CAKE TEAPOT,3,2010-12-15 11:08:00,4.95,18168.0,United Kingdom
538942,82001S,VINYL RECORD FRAME SILVER,1,2010-12-15 11:14:00,3.75,17346.0,United Kingdom
538944,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2010-12-15 11:21:00,8.5,13295.0,United Kingdom
538944,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-15 11:21:00,2.1,13295.0,United Kingdom
538945,85152,HAND OVER THE CHOCOLATE   SIGN ,48,2010-12-15 11:22:00,1.69,17230.0,United Kingdom
538945,85150,LADIES & GENTLEMEN METAL SIGN,48,2010-12-15 11:22:00,2.1,17230.0,United Kingdom
538951,20723,STRAWBERRY CHARLOTTE BAG,1,2010-12-15 11:26:00,0.85,16782.0,United Kingdom
538951,22356,CHARLOTTE BAG PINK POLKADOT,1,2010-12-15 11:26:00,0.85,16782.0,United Kingdom
538991,22813,PACK 3 BOXES BIRD PANNETONE ,96,2010-12-15 11:53:00,1.65,17511.0,United Kingdom
538991,22968,ROSE COTTAGE KEEPSAKE BOX ,16,2010-12-15 11:53:00,8.5,17511.0,United Kingdom
538991,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2010-12-15 11:53:00,5.55,17511.0,United Kingdom
538991,22610,PENS ASSORTED FUNNY FACE,72,2010-12-15 11:53:00,0.21,17511.0,United Kingdom
538992,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2010-12-15 11:56:00,4.95,15950.0,United Kingdom
538996,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-15 12:06:00,10.95,15465.0,United Kingdom
538998,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,48,2010-12-15 12:08:00,2.55,15061.0,United Kingdom
538999,22788,BROCANTE COAT RACK,12,2010-12-15 12:09:00,8.5,16003.0,United Kingdom
539007,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-15 13:00:00,2.95,17894.0,United Kingdom
539009,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2010-12-15 13:24:00,3.75,13221.0,United Kingdom
539010,20685,DOORMAT RED RETROSPOT,2,2010-12-15 13:24:00,7.95,15005.0,United Kingdom
539010,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8,2010-12-15 13:24:00,1.45,15005.0,United Kingdom
539011,62096A,PINK/YELLOW FLOWERS HANDBAG,6,2010-12-15 13:25:00,1.25,14201.0,United Kingdom
539014,22650,CERAMIC PIRATE CHEST MONEY BANK,4,2010-12-15 13:37:00,1.45,17692.0,United Kingdom
539014,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2010-12-15 13:37:00,2.95,17692.0,United Kingdom
539016,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,24,2010-12-15 13:49:00,0.42,13418.0,United Kingdom
539016,20704,MR ROBOT SOFT TOY,8,2010-12-15 13:49:00,1.95,13418.0,United Kingdom
539018,21495,SKULLS AND CROSSBONES WRAP,25,2010-12-15 14:00:00,0.42,16134.0,United Kingdom
539019,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,4,2010-12-15 14:12:00,0.85,17551.0,United Kingdom
539019,46000P,POLYESTER FILLER PAD 65CMx65CM,4,2010-12-15 14:12:00,4.25,17551.0,United Kingdom
539019,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2010-12-15 14:12:00,3.75,17551.0,United Kingdom
539030,22469,HEART OF WICKER SMALL,24,2010-12-15 14:25:00,1.65,13089.0,United Kingdom
539032,22222,CAKE PLATE LOVEBIRD WHITE,12,2010-12-15 14:25:00,1.95,18050.0,United Kingdom
539034,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2010-12-15 14:29:00,2.1,16161.0,United Kingdom
539038,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-15 14:45:00,4.95,15641.0,United Kingdom
539043,22421,LIPSTICK PEN FUSCHIA,24,2010-12-15 15:45:00,0.42,12928.0,United Kingdom
539044,22956,36 FOIL HEART CAKE CASES,4,2010-12-15 15:47:00,2.1,15727.0,United Kingdom
539044,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-12-15 15:47:00,2.1,15727.0,United Kingdom
539044,22878,NUMBER TILE COTTAGE GARDEN No,10,2010-12-15 15:47:00,2.1,15727.0,United Kingdom
539044,22254,FELT TOADSTOOL LARGE,24,2010-12-15 15:47:00,1.25,15727.0,United Kingdom
539049,22840,ROUND CAKE TIN VINTAGE RED,12,2010-12-15 16:21:00,6.95,15615.0,United Kingdom
539050,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1,2010-12-15 16:21:00,1.25,12577.0,France
539050,20961,STRAWBERRY BATH SPONGE ,1,2010-12-15 16:21:00,1.25,12577.0,France
539050,22082,RIBBON REEL STRIPES DESIGN ,1,2010-12-15 16:21:00,1.65,12577.0,France
539050,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2010-12-15 16:21:00,2.95,12577.0,France
539053,22470,HEART OF WICKER LARGE,1,2010-12-15 16:32:00,2.95,16725.0,United Kingdom
539075,22781,GUMBALL MAGAZINE RACK,3,2010-12-15 17:28:00,7.65,17189.0,United Kingdom
539076,21259,VICTORIAN SEWING BOX SMALL ,4,2010-12-16 08:03:00,5.95,16525.0,United Kingdom
539076,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2010-12-16 08:03:00,2.1,16525.0,United Kingdom
539079,15036,ASSORTED COLOURS SILK FAN,12,2010-12-16 08:39:00,0.75,17496.0,United Kingdom
539080,22655,VINTAGE RED KITCHEN CABINET,1,2010-12-16 08:41:00,295.0,16607.0,United Kingdom
539082,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-16 09:22:00,7.95,13317.0,United Kingdom
539084,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-16 09:31:00,4.95,13890.0,United Kingdom
539084,21175,GIN + TONIC DIET METAL SIGN,12,2010-12-16 09:31:00,2.1,13890.0,United Kingdom
539085,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2010-12-16 09:35:00,1.45,12748.0,United Kingdom
539086,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2010-12-16 09:35:00,2.55,17001.0,United Kingdom
539088,22383,LUNCH BAG SUKI  DESIGN ,40,2010-12-16 09:45:00,1.65,13093.0,United Kingdom
539088,22837,HOT WATER BOTTLE BABUSHKA ,36,2010-12-16 09:45:00,4.25,13093.0,United Kingdom
539091,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-16 09:52:00,4.65,13756.0,United Kingdom
539099,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2010-12-16 10:30:00,1.49,16670.0,United Kingdom
539099,21843,RED RETROSPOT CAKE STAND,1,2010-12-16 10:30:00,10.95,16670.0,United Kingdom
539103,22585,PACK OF 6 BIRDY GIFT TAGS,24,2010-12-16 10:38:00,1.25,16985.0,United Kingdom
539112,22179,SET 10 LIGHTS NIGHT OWL,2,2010-12-16 11:15:00,6.75,13468.0,United Kingdom
539118,20973,12 PENCIL SMALL TUBE WOODLAND,12,2010-12-16 11:27:00,0.65,15563.0,United Kingdom
539118,22970,LONDON BUS COFFEE MUG,6,2010-12-16 11:27:00,2.55,15563.0,United Kingdom
539160,22610,PENS ASSORTED FUNNY FACE,36,2010-12-16 11:43:00,0.21,16746.0,United Kingdom
539185,22091,EMPIRE TISSUE BOX,1,2010-12-16 11:53:00,1.25,16470.0,United Kingdom
539196,21135,VICTORIAN  METAL POSTCARD SPRING,8,2010-12-16 12:09:00,1.69,18055.0,United Kingdom
539196,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-16 12:09:00,4.95,18055.0,United Kingdom
539211,22588,CARD HOLDER GINGHAM HEART,3,2010-12-16 12:15:00,2.55,16743.0,United Kingdom
539211,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-16 12:15:00,1.25,16743.0,United Kingdom
539211,22065,CHRISTMAS PUDDING TRINKET POT ,6,2010-12-16 12:15:00,1.45,16743.0,United Kingdom
539211,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-16 12:15:00,0.55,16743.0,United Kingdom
539212,22767,TRIPLE PHOTO FRAME CORNICE ,2,2010-12-16 12:20:00,9.95,17146.0,United Kingdom
539212,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-12-16 12:20:00,1.45,17146.0,United Kingdom
539215,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-16 12:42:00,3.75,15574.0,United Kingdom
539215,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-12-16 12:42:00,9.95,15574.0,United Kingdom
539215,22077,6 RIBBONS RUSTIC CHARM,1,2010-12-16 12:42:00,1.65,15574.0,United Kingdom
539217,20713,JUMBO BAG OWLS,10,2010-12-16 12:46:00,1.95,15394.0,United Kingdom
539217,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-12-16 12:46:00,2.95,15394.0,United Kingdom
539217,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-12-16 12:46:00,2.55,15394.0,United Kingdom
539217,22629,SPACEBOY LUNCH BOX ,12,2010-12-16 12:46:00,1.95,15394.0,United Kingdom
539225,21694,SMALL REGAL  SILVER CANDLEPOT ,6,2010-12-16 13:02:00,2.95,15379.0,United Kingdom
539225,21733,RED HANGING HEART T-LIGHT HOLDER,24,2010-12-16 13:02:00,2.95,15379.0,United Kingdom
539226,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2010-12-16 13:05:00,9.95,14309.0,United Kingdom
539240,22702,BLACK AND WHITE CAT BOWL,24,2010-12-16 13:15:00,0.65,15194.0,United Kingdom
539240,22486,PLASMATRONIC LAMP,12,2010-12-16 13:15:00,3.95,15194.0,United Kingdom
539240,85169A,IVORY LOVE BIRD CANDLE,12,2010-12-16 13:15:00,1.25,15194.0,United Kingdom
539240,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,24,2010-12-16 13:15:00,1.25,15194.0,United Kingdom
539240,84917,WHITE HAND TOWEL WITH BUTTERFLY,20,2010-12-16 13:15:00,1.25,15194.0,United Kingdom
539242,21086,SET/6 RED SPOTTY PAPER CUPS,4,2010-12-16 13:16:00,0.65,,United Kingdom
539243,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,2010-12-16 13:21:00,12.75,18116.0,United Kingdom
539245,22747,POPPY'S PLAYHOUSE BATHROOM,1,2010-12-16 13:25:00,2.1,,United Kingdom
539245,22473,TV DINNER TRAY VINTAGE PAISLEY,1,2010-12-16 13:25:00,4.95,,United Kingdom
539247,20750,RED RETROSPOT MINI CASES,1,2010-12-16 13:33:00,7.95,15311.0,United Kingdom
539249,20713,JUMBO BAG OWLS,10,2010-12-16 13:43:00,1.95,14709.0,United Kingdom
539250,20802,SMALL GLASS SUNDAE DISH CLEAR,72,2010-12-16 13:44:00,0.42,15157.0,United Kingdom
539250,84819,DANISH ROSE ROUND SEWING BOX,16,2010-12-16 13:44:00,0.85,15157.0,United Kingdom
539250,85174,S/4 CACTI CANDLES,32,2010-12-16 13:44:00,1.95,15157.0,United Kingdom
539252,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,48,2010-12-16 14:17:00,0.85,17744.0,United Kingdom
539252,85174,S/4 CACTI CANDLES,16,2010-12-16 14:17:00,1.95,17744.0,United Kingdom
539256,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-16 14:27:00,1.25,15601.0,United Kingdom
539261,22398,MAGNETS PACK OF 4 SWALLOWS,12,2010-12-16 14:34:00,1.25,15620.0,United Kingdom
539261,16219,HOUSE SHAPE PENCIL SHARPENER,12,2010-12-16 14:34:00,0.21,15620.0,United Kingdom
539262,22378,WALL TIDY RETROSPOT ,20,2010-12-16 14:35:00,0.85,15789.0,United Kingdom
539263,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2010-12-16 14:36:00,4.95,16560.0,United Kingdom
539267,21931,JUMBO STORAGE BAG SUKI,10,2010-12-16 15:23:00,1.95,13534.0,United Kingdom
